month,scheme_name,avg_nav,min_nav,max_nav
2025-10,Axis Small Cap Fund - Regular - Growth,72.5457,69.9245,75.6312
2025-10,DSP Midcap Fund - Regular - Growth,228.5652,216.1356,236.4142
2025-10,DSP Small Cap Fund - Regular - Growth,217.5214,203.1387,240.4185
2025-10,DSP Top 100 Equity Fund - Regular - Growth,557.1728,538.8463,578.3861
2025-10,HDFC Mid-Cap Opportunities Fund - Direct - Growth,148.7692,140.8741,157.6351
2025-10,HDFC Mid-Cap Opportunities Fund - Regular - Growth,264.6949,259.5848,272.1043
2025-10,HDFC Short Term Debt Fund - Regular - Growth,31.6558,31.4328,31.9829
2025-10,HDFC Top 100 Fund - Direct Plan - Growth,769.4156,171.8878,1015.9409
2025-10,HDFC Top 100 Fund - Regular Plan - Growth,616.8069,598.7647,645.9572
2025-10,ICICI Pru Bluechip Fund - Direct - Growth,129.6062,124.0138,135.6172
2025-10,ICICI Pru Bluechip Fund - Regular - Growth,111.6999,96.3467,115.8366
2025-10,ICICI Pru Liquid Fund - Regular - Growth,371.749,370.8275,372.4189
2025-10,ICICI Pru Midcap Fund - Regular - Growth,385.5649,376.962,392.4686
2025-10,ICICI Pru Value Discovery Fund - Regular - Growth,330.3535,323.9793,341.1891
2025-10,Kotak Bluechip Fund - Regular - Growth,347.7306,215.3282,409.292
2025-10,Kotak Emerging Equity Fund - Regular - Growth,79.5105,74.3001,83.298
2025-10,Kotak Flexicap Fund - Regular - Growth,136.6395,130.859,141.41
2025-10,Kotak Liquid Fund - Regular - Growth,4077.3583,4066.4698,4092.8478
2025-10,Mirae Asset Emerging Bluechip Fund - Regular - Growth,182.0228,175.3991,187.5339
2025-10,Mirae Asset Large Cap Fund - Regular - Growth,222.4849,218.6527,226.8262
2025-10,Mirae Asset Tax Saver Fund - Regular - Growth,69.0614,65.443,71.6101
2025-10,Nippon India ETF Nifty 50 BeES,292.0056,285.5894,298.0435
2025-10,Nippon India Gilt Securities Fund - Regular - Growth,35.1506,34.7913,35.5191
2025-10,Nippon India Large Cap Fund - Direct - Growth,82.7992,79.1293,86.1465
2025-10,Nippon India Large Cap Fund - Regular - Growth,97.8153,88.5879,104.014
2025-10,Nippon India Small Cap Fund - Regular - Growth,105.7845,101.0184,109.1159
2025-10,SBI Bluechip Fund - Direct Plan - Growth,129.0592,126.4192,131.496
2025-10,SBI Bluechip Fund - Regular Plan - Growth,107.0753,102.5788,110.0466
2025-10,SBI Magnum Gilt Fund - Regular Plan - Growth,52.982,52.3803,53.2884
2025-10,SBI Small Cap Fund - Direct Plan - Growth,81.761,78.6152,86.5507
2025-10,SBI Small Cap Fund - Regular Plan - Growth,224.5374,216.5664,233.3111
2025-10,UTI Flexi Cap Fund - Regular - Growth,400.8557,385.6751,414.8207
2025-10,UTI Mid Cap Fund - Regular - Growth,143.2966,132.1872,151.6254
2025-10,UTI Nifty 50 Index Fund - Regular - Growth,163.5283,159.3111,167.9769
2025-09,ABSL Frontline Equity Fund - Regular - Growth,570.0305,559.4124,580.8622
2025-09,ABSL Liquid Fund - Regular - Growth,389.6924,388.4381,391.1301
2025-09,ABSL Small Cap Fund - Regular - Growth,62.0063,59.2528,65.6869
2025-09,Axis Bluechip Fund - Direct - Growth,53.1952,51.7943,55.1115
2025-09,Axis Bluechip Fund - Regular - Growth,1592.2626,48.5509,6002.302
2025-09,Axis Midcap Fund - Regular - Growth,170.8191,166.6976,174.5052
2025-09,Axis Small Cap Fund - Regular - Growth,73.7489,69.6517,82.418
2025-09,DSP Midcap Fund - Regular - Growth,222.5865,216.2427,228.3505
2025-09,DSP Small Cap Fund - Regular - Growth,197.8263,171.2053,218.4408
2025-09,DSP Top 100 Equity Fund - Regular - Growth,542.7163,521.6962,559.4273
2025-09,HDFC Mid-Cap Opportunities Fund - Direct - Growth,137.5954,133.3088,141.1519
2025-09,HDFC Mid-Cap Opportunities Fund - Regular - Growth,259.5377,249.818,271.7808
2025-09,HDFC Short Term Debt Fund - Regular - Growth,31.2196,30.9785,31.4695
2025-09,HDFC Top 100 Fund - Direct Plan - Growth,746.6797,173.4024,1002.2649
2025-09,HDFC Top 100 Fund - Regular Plan - Growth,594.9615,567.2401,621.8251
2025-09,ICICI Pru Bluechip Fund - Direct - Growth,132.0567,129.027,134.2926
2025-09,ICICI Pru Bluechip Fund - Regular - Growth,109.7714,97.7243,114.79
2025-09,ICICI Pru Liquid Fund - Regular - Growth,369.5735,368.6447,370.6388
2025-09,ICICI Pru Midcap Fund - Regular - Growth,375.7781,364.6875,385.3923
2025-09,ICICI Pru Value Discovery Fund - Regular - Growth,330.6339,322.9621,337.7487
2025-09,Kotak Bluechip Fund - Regular - Growth,337.7254,220.3787,379.5416
2025-09,Kotak Emerging Equity Fund - Regular - Growth,72.8086,69.8916,74.1259
2025-09,Kotak Flexicap Fund - Regular - Growth,132.0458,129.7156,134.7123
2025-09,Kotak Liquid Fund - Regular - Growth,4051.7804,4041.6833,4066.3032
2025-09,Mirae Asset Emerging Bluechip Fund - Regular - Growth,176.5606,171.7682,180.6539
2025-09,Mirae Asset Large Cap Fund - Regular - Growth,219.0108,215.2349,222.9963
2025-09,Mirae Asset Tax Saver Fund - Regular - Growth,70.0177,68.4339,71.678
2025-09,Nippon India ETF Nifty 50 BeES,293.2703,289.6125,297.5144
2025-09,Nippon India Gilt Securities Fund - Regular - Growth,35.0737,34.8305,35.268
2025-09,Nippon India Large Cap Fund - Direct - Growth,78.0334,76.6614,79.9999
2025-09,Nippon India Large Cap Fund - Regular - Growth,95.765,88.641,104.2635
2025-09,Nippon India Small Cap Fund - Regular - Growth,104.4073,101.2768,107.7006
2025-09,SBI Bluechip Fund - Direct Plan - Growth,125.8678,122.1599,127.4781
2025-09,SBI Bluechip Fund - Regular Plan - Growth,109.6613,102.5669,113.7528
2025-09,SBI Magnum Gilt Fund - Regular Plan - Growth,52.7948,52.474,53.162
2025-09,SBI Small Cap Fund - Direct Plan - Growth,90.8625,85.7921,96.0611
2025-09,SBI Small Cap Fund - Regular Plan - Growth,215.6403,202.3574,229.9035
2025-09,UTI Flexi Cap Fund - Regular - Growth,409.572,403.3244,419.3008
2025-09,UTI Mid Cap Fund - Regular - Growth,149.6565,142.3803,157.1281
2025-09,UTI Nifty 50 Index Fund - Regular - Growth,164.7569,160.461,168.1443
2025-08,ABSL Frontline Equity Fund - Regular - Growth,566.6787,552.8149,583.2802
2025-08,ABSL Liquid Fund - Regular - Growth,387.6025,386.9706,388.4068
2025-08,ABSL Small Cap Fund - Regular - Growth,64.3066,60.2619,67.6645
2025-08,Axis Bluechip Fund - Direct - Growth,53.7259,51.7476,55.292
2025-08,Axis Bluechip Fund - Regular - Growth,1496.4768,50.2827,6002.0388
2025-08,Axis Midcap Fund - Regular - Growth,164.6368,158.1403,170.2077
2025-08,Axis Small Cap Fund - Regular - Growth,85.1349,82.0672,88.4886
2025-08,DSP Midcap Fund - Regular - Growth,219.2927,209.5966,230.7778
2025-08,DSP Small Cap Fund - Regular - Growth,180.1544,171.173,187.2776
2025-08,DSP Top 100 Equity Fund - Regular - Growth,524.9291,512.3835,535.2798
2025-08,HDFC Mid-Cap Opportunities Fund - Direct - Growth,144.0461,136.8822,151.2905
2025-08,HDFC Mid-Cap Opportunities Fund - Regular - Growth,258.7648,246.8032,272.531
2025-08,HDFC Short Term Debt Fund - Regular - Growth,31.7573,31.5041,32.098
2025-08,HDFC Top 100 Fund - Direct Plan - Growth,741.6312,174.6198,975.2467
2025-08,HDFC Top 100 Fund - Regular Plan - Growth,590.5114,574.5884,605.7814
2025-08,ICICI Pru Bluechip Fund - Direct - Growth,125.1808,122.7456,130.9831
2025-08,ICICI Pru Bluechip Fund - Regular - Growth,109.5995,98.1202,112.5435
2025-08,ICICI Pru Liquid Fund - Regular - Growth,367.3663,366.6013,368.3245
2025-08,ICICI Pru Midcap Fund - Regular - Growth,376.5276,366.178,386.8209
2025-08,ICICI Pru Value Discovery Fund - Regular - Growth,329.2585,314.0033,336.3231
2025-08,Kotak Bluechip Fund - Regular - Growth,333.5215,221.4525,383.7436
2025-08,Kotak Emerging Equity Fund - Regular - Growth,73.34,71.1129,75.2952
2025-08,Kotak Flexicap Fund - Regular - Growth,132.5313,129.9585,135.3963
2025-08,Kotak Liquid Fund - Regular - Growth,4034.9771,4028.2767,4040.7663
2025-08,Mirae Asset Emerging Bluechip Fund - Regular - Growth,182.0191,178.5753,186.7474
2025-08,Mirae Asset Large Cap Fund - Regular - Growth,209.2184,204.2557,218.7057
2025-08,Mirae Asset Tax Saver Fund - Regular - Growth,69.6097,67.851,71.4761
2025-08,Nippon India ETF Nifty 50 BeES,293.2287,282.4519,304.3325
2025-08,Nippon India Gilt Securities Fund - Regular - Growth,34.7833,34.4873,35.0887
2025-08,Nippon India Large Cap Fund - Direct - Growth,77.4432,75.9176,78.8094
2025-08,Nippon India Large Cap Fund - Regular - Growth,95.7332,89.2409,104.3721
2025-08,Nippon India Small Cap Fund - Regular - Growth,101.7789,99.9572,103.7157
2025-08,SBI Bluechip Fund - Direct Plan - Growth,126.3338,124.3542,128.4391
2025-08,SBI Bluechip Fund - Regular Plan - Growth,105.5358,102.5842,110.3299
2025-08,SBI Magnum Gilt Fund - Regular Plan - Growth,52.1906,51.5218,52.6512
2025-08,SBI Small Cap Fund - Direct Plan - Growth,91.0077,88.2512,93.7425
2025-08,SBI Small Cap Fund - Regular Plan - Growth,196.976,187.596,206.4743
2025-08,UTI Flexi Cap Fund - Regular - Growth,390.2625,365.2215,410.7238
2025-08,UTI Mid Cap Fund - Regular - Growth,148.5028,145.7257,151.8952
2025-08,UTI Nifty 50 Index Fund - Regular - Growth,158.0943,156.3665,160.0956
2025-07,ABSL Frontline Equity Fund - Regular - Growth,535.2537,515.6701,548.3696
2025-07,ABSL Liquid Fund - Regular - Growth,385.5776,384.6227,387.0338
2025-07,ABSL Small Cap Fund - Regular - Growth,65.2254,61.4508,67.3627
2025-07,Axis Bluechip Fund - Direct - Growth,51.1522,49.7065,52.5922
2025-07,Axis Bluechip Fund - Regular - Growth,1664.7647,48.9395,5971.0247
2025-07,Axis Midcap Fund - Regular - Growth,164.8084,160.0946,169.3072
2025-07,Axis Small Cap Fund - Regular - Growth,86.6452,81.4984,92.1628
2025-07,DSP Midcap Fund - Regular - Growth,213.362,208.5916,218.6863
2025-07,DSP Small Cap Fund - Regular - Growth,170.8929,166.5702,175.9042
2025-07,DSP Top 100 Equity Fund - Regular - Growth,514.1394,505.902,528.41
2025-07,HDFC Mid-Cap Opportunities Fund - Direct - Growth,160.3343,153.1048,165.4298
2025-07,HDFC Mid-Cap Opportunities Fund - Regular - Growth,235.9019,226.3653,247.3029
2025-07,HDFC Short Term Debt Fund - Regular - Growth,31.3609,30.7918,31.8518
2025-07,HDFC Top 100 Fund - Direct Plan - Growth,717.8933,171.893,941.8856
2025-07,HDFC Top 100 Fund - Regular Plan - Growth,602.5798,591.8947,621.4637
2025-07,ICICI Pru Bluechip Fund - Direct - Growth,128.0986,121.1763,135.1742
2025-07,ICICI Pru Bluechip Fund - Regular - Growth,109.9632,96.4224,114.4786
2025-07,ICICI Pru Liquid Fund - Regular - Growth,365.4905,364.2888,366.5938
2025-07,ICICI Pru Midcap Fund - Regular - Growth,375.5537,364.8618,388.0119
2025-07,ICICI Pru Value Discovery Fund - Regular - Growth,317.2418,311.8826,325.4706
2025-07,Kotak Bluechip Fund - Regular - Growth,343.0596,216.2363,391.1933
2025-07,Kotak Emerging Equity Fund - Regular - Growth,69.6548,67.5933,71.4198
2025-07,Kotak Flexicap Fund - Regular - Growth,127.4843,123.6299,130.8022
2025-07,Kotak Liquid Fund - Regular - Growth,4014.7518,4000.5594,4028.9675
2025-07,Mirae Asset Emerging Bluechip Fund - Regular - Growth,190.794,185.2928,195.0251
2025-07,Mirae Asset Large Cap Fund - Regular - Growth,208.8237,202.2337,217.7544
2025-07,Mirae Asset Tax Saver Fund - Regular - Growth,70.6328,68.5112,72.6584
2025-07,Nippon India ETF Nifty 50 BeES,283.0305,273.0703,290.8848
2025-07,Nippon India Gilt Securities Fund - Regular - Growth,34.1338,33.8032,34.6294
2025-07,Nippon India Large Cap Fund - Direct - Growth,75.2493,72.6136,77.597
2025-07,Nippon India Large Cap Fund - Regular - Growth,92.5137,87.7802,103.6712
2025-07,Nippon India Small Cap Fund - Regular - Growth,103.917,98.3957,108.0058
2025-07,SBI Bluechip Fund - Direct Plan - Growth,128.2721,123.9792,131.3558
2025-07,SBI Bluechip Fund - Regular Plan - Growth,106.2049,102.5942,109.8609
2025-07,SBI Magnum Gilt Fund - Regular Plan - Growth,51.3332,51.0345,51.632
2025-07,SBI Small Cap Fund - Direct Plan - Growth,92.8219,89.7874,96.0917
2025-07,SBI Small Cap Fund - Regular Plan - Growth,188.7605,175.8204,195.4566
2025-07,UTI Flexi Cap Fund - Regular - Growth,358.2888,352.5931,365.4034
2025-07,UTI Mid Cap Fund - Regular - Growth,157.2858,149.5395,163.7671
2025-07,UTI Nifty 50 Index Fund - Regular - Growth,159.247,154.8243,162.4481
2025-06,ABSL Frontline Equity Fund - Regular - Growth,528.164,518.6915,540.8526
2025-06,ABSL Liquid Fund - Regular - Growth,383.7757,382.5089,384.6413
2025-06,ABSL Small Cap Fund - Regular - Growth,70.9647,68.6713,72.2323
2025-06,Axis Bluechip Fund - Direct - Growth,49.7645,48.2899,51.4543
2025-06,Axis Bluechip Fund - Regular - Growth,1633.2174,48.8151,5969.9256
2025-06,Axis Midcap Fund - Regular - Growth,162.347,155.7141,167.3856
2025-06,Axis Small Cap Fund - Regular - Growth,97.347,91.7152,102.8488
2025-06,DSP Midcap Fund - Regular - Growth,203.2415,197.0525,211.8985
2025-06,DSP Small Cap Fund - Regular - Growth,174.3051,170.5834,180.7339
2025-06,DSP Top 100 Equity Fund - Regular - Growth,509.2267,502.8364,515.7841
2025-06,HDFC Mid-Cap Opportunities Fund - Direct - Growth,159.8033,156.1957,165.4842
2025-06,HDFC Mid-Cap Opportunities Fund - Regular - Growth,229.662,225.6396,234.0369
2025-06,HDFC Short Term Debt Fund - Regular - Growth,31.0316,30.756,31.2516
2025-06,HDFC Top 100 Fund - Direct Plan - Growth,719.3407,173.0546,947.7207
2025-06,HDFC Top 100 Fund - Regular Plan - Growth,603.4612,589.0741,619.5429
2025-06,ICICI Pru Bluechip Fund - Direct - Growth,134.1206,129.6534,138.263
2025-06,ICICI Pru Bluechip Fund - Regular - Growth,110.693,97.2896,114.4547
2025-06,ICICI Pru Liquid Fund - Regular - Growth,363.1778,361.9382,364.2103
2025-06,ICICI Pru Midcap Fund - Regular - Growth,363.8508,355.6876,376.1853
2025-06,ICICI Pru Value Discovery Fund - Regular - Growth,302.4905,280.1451,320.7477
2025-06,Kotak Bluechip Fund - Regular - Growth,359.2355,217.3614,413.011
2025-06,Kotak Emerging Equity Fund - Regular - Growth,69.0653,66.2019,70.8851
2025-06,Kotak Flexicap Fund - Regular - Growth,126.693,124.1352,129.0188
2025-06,Kotak Liquid Fund - Regular - Growth,3995.0862,3987.0773,4000.1208
2025-06,Mirae Asset Emerging Bluechip Fund - Regular - Growth,189.2083,180.719,195.4853
2025-06,Mirae Asset Large Cap Fund - Regular - Growth,200.6314,195.6349,205.4669
2025-06,Mirae Asset Tax Saver Fund - Regular - Growth,67.6546,65.3327,70.2222
2025-06,Nippon India ETF Nifty 50 BeES,265.4123,259.1734,273.5132
2025-06,Nippon India Gilt Securities Fund - Regular - Growth,34.2276,34.0877,34.4664
2025-06,Nippon India Large Cap Fund - Direct - Growth,72.5483,70.7995,75.4572
2025-06,Nippon India Large Cap Fund - Regular - Growth,91.5712,84.4689,103.6683
2025-06,Nippon India Small Cap Fund - Regular - Growth,112.8052,109.0404,119.0787
2025-06,SBI Bluechip Fund - Direct Plan - Growth,126.5223,123.8871,128.4706
2025-06,SBI Bluechip Fund - Regular Plan - Growth,101.46,94.7664,109.8337
2025-06,SBI Magnum Gilt Fund - Regular Plan - Growth,51.4791,51.1757,51.7624
2025-06,SBI Small Cap Fund - Direct Plan - Growth,93.0972,88.2353,98.6953
2025-06,SBI Small Cap Fund - Regular Plan - Growth,173.1753,167.5615,181.9838
2025-06,UTI Flexi Cap Fund - Regular - Growth,344.2021,332.1638,355.8058
2025-06,UTI Mid Cap Fund - Regular - Growth,149.1196,144.07,152.6071
2025-06,UTI Nifty 50 Index Fund - Regular - Growth,159.0218,153.6536,162.7961
2025-05,ABSL Frontline Equity Fund - Regular - Growth,520.1787,504.9426,535.5776
2025-05,ABSL Liquid Fund - Regular - Growth,381.6843,380.811,382.4272
2025-05,ABSL Small Cap Fund - Regular - Growth,73.5005,70.826,76.3919
2025-05,Axis Bluechip Fund - Direct - Growth,47.968,47.1691,49.1421
2025-05,Axis Bluechip Fund - Regular - Growth,1441.1778,47.7849,5999.0953
2025-05,Axis Midcap Fund - Regular - Growth,164.075,159.0826,169.444
2025-05,Axis Small Cap Fund - Regular - Growth,102.7071,98.1286,106.8214
2025-05,DSP Midcap Fund - Regular - Growth,198.3109,194.0891,204.0973
2025-05,DSP Small Cap Fund - Regular - Growth,169.2332,164.7747,173.2292
2025-05,DSP Top 100 Equity Fund - Regular - Growth,512.1466,505.2534,523.5271
2025-05,HDFC Mid-Cap Opportunities Fund - Direct - Growth,162.3549,158.9751,166.2436
2025-05,HDFC Mid-Cap Opportunities Fund - Regular - Growth,221.4231,215.7615,228.8899
2025-05,HDFC Short Term Debt Fund - Regular - Growth,30.714,30.4232,30.8049
2025-05,HDFC Top 100 Fund - Direct Plan - Growth,741.4122,170.5378,946.2803
2025-05,HDFC Top 100 Fund - Regular Plan - Growth,613.659,596.8877,633.1555
2025-05,ICICI Pru Bluechip Fund - Direct - Growth,128.8257,124.1995,134.7894
2025-05,ICICI Pru Bluechip Fund - Regular - Growth,109.239,96.6508,112.2076
2025-05,ICICI Pru Liquid Fund - Regular - Growth,361.0635,360.3584,361.7349
2025-05,ICICI Pru Midcap Fund - Regular - Growth,357.3998,350.0546,365.5455
2025-05,ICICI Pru Value Discovery Fund - Regular - Growth,275.2967,269.0768,285.1667
2025-05,Kotak Bluechip Fund - Regular - Growth,371.4596,214.3513,423.6917
2025-05,Kotak Emerging Equity Fund - Regular - Growth,70.6753,66.7065,73.5012
2025-05,Kotak Flexicap Fund - Regular - Growth,127.4359,122.6583,132.1037
2025-05,Kotak Liquid Fund - Regular - Growth,3972.9085,3963.0779,3985.851
2025-05,Mirae Asset Emerging Bluechip Fund - Regular - Growth,181.5516,178.9664,184.6166
2025-05,Mirae Asset Large Cap Fund - Regular - Growth,189.8065,184.3136,194.9229
2025-05,Mirae Asset Tax Saver Fund - Regular - Growth,69.3731,67.3385,72.4672
2025-05,Nippon India ETF Nifty 50 BeES,259.1777,254.9573,266.7501
2025-05,Nippon India Gilt Securities Fund - Regular - Growth,34.1638,34.0436,34.3441
2025-05,Nippon India Large Cap Fund - Direct - Growth,70.6582,68.0222,73.385
2025-05,Nippon India Large Cap Fund - Regular - Growth,85.4021,78.8139,105.4142
2025-05,Nippon India Small Cap Fund - Regular - Growth,120.1683,114.5834,125.5776
2025-05,SBI Bluechip Fund - Direct Plan - Growth,125.7056,121.1502,130.7781
2025-05,SBI Bluechip Fund - Regular Plan - Growth,93.2683,85.6583,110.3373
2025-05,SBI Magnum Gilt Fund - Regular Plan - Growth,51.1194,50.5916,51.5256
2025-05,SBI Small Cap Fund - Direct Plan - Growth,94.5344,91.8425,98.0426
2025-05,SBI Small Cap Fund - Regular Plan - Growth,167.1197,160.5863,174.2689
2025-05,UTI Flexi Cap Fund - Regular - Growth,329.8352,316.7779,342.1377
2025-05,UTI Mid Cap Fund - Regular - Growth,154.0088,150.2885,158.7933
2025-05,UTI Nifty 50 Index Fund - Regular - Growth,155.5519,152.5555,159.6603
2025-04,ABSL Frontline Equity Fund - Regular - Growth,492.1029,477.6779,514.8113
2025-04,ABSL Liquid Fund - Regular - Growth,379.8595,379.1758,380.5722
2025-04,ABSL Small Cap Fund - Regular - Growth,71.3797,69.0945,73.3991
2025-04,Axis Bluechip Fund - Direct - Growth,48.27,47.6715,49.5019
2025-04,Axis Bluechip Fund - Regular - Growth,1726.2147,47.0679,5996.9391
2025-04,Axis Midcap Fund - Regular - Growth,158.3027,152.5917,168.6041
2025-04,Axis Small Cap Fund - Regular - Growth,94.2503,89.5566,101.7355
2025-04,DSP Midcap Fund - Regular - Growth,195.2679,190.5812,200.2816
2025-04,DSP Small Cap Fund - Regular - Growth,164.3472,159.2192,171.4395
2025-04,DSP Top 100 Equity Fund - Regular - Growth,518.059,501.0455,536.9127
2025-04,HDFC Mid-Cap Opportunities Fund - Direct - Growth,162.7797,157.5206,168.9962
2025-04,HDFC Mid-Cap Opportunities Fund - Regular - Growth,223.6694,219.4677,227.4212
2025-04,HDFC Short Term Debt Fund - Regular - Growth,30.2202,29.8383,30.707
2025-04,HDFC Top 100 Fund - Direct Plan - Growth,661.9106,167.4144,891.755
2025-04,HDFC Top 100 Fund - Regular Plan - Growth,611.7436,599.544,640.9097
2025-04,ICICI Pru Bluechip Fund - Direct - Growth,123.3525,118.7722,126.6418
2025-04,ICICI Pru Bluechip Fund - Regular - Growth,107.8413,95.5268,111.4046
2025-04,ICICI Pru Liquid Fund - Regular - Growth,359.4652,358.2868,360.3465
2025-04,ICICI Pru Midcap Fund - Regular - Growth,345.0176,328.1139,361.026
2025-04,ICICI Pru Value Discovery Fund - Regular - Growth,265.2867,260.8344,270.9048
2025-04,Kotak Bluechip Fund - Regular - Growth,352.8556,208.1479,410.724
2025-04,Kotak Emerging Equity Fund - Regular - Growth,74.416,72.6021,75.5315
2025-04,Kotak Flexicap Fund - Regular - Growth,125.2813,122.6201,128.6802
2025-04,Kotak Liquid Fund - Regular - Growth,3950.24,3937.2969,3961.1213
2025-04,Mirae Asset Emerging Bluechip Fund - Regular - Growth,182.3239,178.72,186.9735
2025-04,Mirae Asset Large Cap Fund - Regular - Growth,181.0427,172.9497,189.0556
2025-04,Mirae Asset Tax Saver Fund - Regular - Growth,70.0776,67.4087,72.5125
